compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD0322	(14 or 15)-methylpalmitate (a17:0 or i17:0)	NA	NA
CPD0155	(16 or 17)-methylstearate (a19:0 or i19:0)	NA	NA
CPD0487	(2 or 3)-decenoate (10:1n7 or n8)	NA	NA
CPD0617	(N(1) + N(8))-acetylspermidine	NA	NA
CPD0674	(R)-3-hydroxybutyrylcarnitine	NA	NA
CPD0126	(S)-3-hydroxybutyrylcarnitine	NA	NA
CPD0634	1,2,3-benzenetriol sulfate (2)	NA	NA
CPD0176	1,3,7-trimethylurate	NA	NA
CPD0217	1,3-dimethylurate	NA	NA
CPD0325	1,5-anhydroglucitol (1,5-AG)	NA	NA
CPD0549	1,6-anhydroglucose	NA	NA
CPD0286	1,7-dimethylurate	NA	NA
CPD0182	1-carboxyethylisoleucine	NA	NA
CPD0160	1-carboxyethylleucine	NA	NA
CPD0614	1-carboxyethylphenylalanine	NA	NA
CPD0502	1-carboxyethyltyrosine	NA	NA
CPD0351	1-carboxyethylvaline	NA	NA
CPD0300	1-linoleoyl-GPA (18:2)*	NA	NA
CPD0524	1-linoleoyl-GPG (18:2)*	NA	NA
CPD0178	1-methyl-4-imidazoleacetate	NA	NA
CPD0224	1-methyl-5-imidazoleacetate	NA	NA
CPD0498	1-methyladenosine	NA	NA
CPD0245	1-methylhistidine	NA	NA
CPD0574	1-methylnicotinamide	NA	NA
CPD0392	1-methylurate	NA	NA
CPD0667	1-methylxanthine	NA	NA
CPD0357	1-oleoyl-GPG (18:1)*	NA	NA
CPD0362	1-palmitoyl-GPG (16:0)*	NA	NA
CPD0202	1-ribosyl-imidazoleacetate*	NA	NA
CPD0068	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	NA	NA
CPD0062	1-stearoyl-2-oleoyl-GPG (18:0/18:1)	NA	NA
CPD0267	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	NA	NA
CPD0500	1-stearoyl-GPG (18:0)	NA	NA
CPD0076	10-heptadecenoate (17:1n7)	NA	NA
CPD0506	10-nonadecenoate (19:1n9)	NA	NA
CPD0541	10-undecenoate (11:1n1)	NA	NA
CPD0408	11beta-hydroxyandrosterone glucuronide	NA	NA
CPD0366	12,13-DiHOME	NA	NA
CPD0654	13-HODE + 9-HODE	NA	NA
CPD0032	16-hydroxypalmitate	NA	NA
CPD0371	16a-hydroxy DHEA 3-sulfate	NA	NA
CPD0085	2'-O-methylcytidine	NA	NA
CPD0265	2'-O-methyluridine	NA	NA
CPD0099	2,3-dihydroxy-2-methylbutyrate	NA	NA
CPD0029	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	NA	NA
CPD0113	2,3-dihydroxyisovalerate	NA	NA
CPD0472	2,6-dihydroxybenzoic acid	NA	NA
CPD0239	2-aminoadipate	NA	NA
CPD0218	2-aminobutyrate	NA	NA
CPD0526	2-aminoheptanoate	NA	NA
CPD0532	2-aminooctanoate	NA	NA
CPD0209	2-aminophenol sulfate	NA	NA
CPD0064	2-butenoylglycine	NA	NA
CPD0577	2-hydroxy-3-methylvalerate	NA	NA
CPD0566	2-hydroxy-4-(methylthio)butanoic acid	NA	NA
CPD0356	2-hydroxyarachidate*	NA	NA
