compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD0001	(14 or 15)-methylpalmitate (a17:0 or i17:0)	c16995	17903417
CPD0002	(16 or 17)-methylstearate (a19:0 or i19:0)		3083779
CPD0003	(2 or 3)-decenoate (10:1n7 or n8)		
CPD0004	(2,4 or 2,5)-dimethylphenol sulfate		
CPD0005	(R)-3-hydroxybutyrylcarnitine		53481617
CPD0006	(S)-3-hydroxybutyrylcarnitine		71464477
CPD0007	1-(1-enyl-oleoyl)-GPE (P-18:1)*		
CPD0008	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*		
CPD0009	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*		
CPD0010	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*		
CPD0011	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*		
CPD0012	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*		
CPD0013	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*		
CPD0014	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*		
CPD0015	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*		11146967
CPD0016	1-(1-enyl-palmitoyl)-GPC (P-16:0)*		10917802
CPD0017	1-(1-enyl-palmitoyl)-GPE (P-16:0)*		
CPD0018	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*		9547058
CPD0019	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*		
CPD0020	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)		42607457
CPD0021	1-(1-enyl-stearoyl)-GPE (P-18:0)*		
CPD0022	1,2,3-benzenetriol sulfate (2)		
CPD0023	1,2-dilinoleoyl-GPC (18:2/18:2)		5288075
CPD0024	1,2-dipalmitoyl-GPC (16:0/16:0)		452110
CPD0025	1,3,7-trimethylurate	c16361	79437
CPD0026	1,3-dimethylurate		70346
CPD0027	1,5-anhydroglucitol (1,5-AG)	c07326	64960
CPD0028	1,7-dimethylurate	c16356	91611
CPD0029	10-heptadecenoate (17:1n7)		5312435
CPD0030	10-hydroxywarfarin		54692492
CPD0031	10-nonadecenoate (19:1n9)		5312513
CPD0032	10-undecenoate (11:1n1)	c13910	14891
CPD0033	11beta-hydroxyandrosterone glucuronide		
CPD0034	11beta-hydroxyetiocholanolone glucuronide*		
CPD0035	11-ketoetiocholanolone glucuronide		
CPD0036	12,13-DiHOME	c14829	10236635
CPD0037	12-HETE	c14777	5312983
CPD0038	12-HHTrE	c20388	5283141
CPD0039	13-HODE + 9-HODE	c14767,c14762	43013
CPD0040	16a-hydroxy DHEA 3-sulfate	c38168	20848950
CPD0041	16-hydroxypalmitate	c18218	10466
CPD0042	17alpha-hydroxypregnanolone glucuronide		
CPD0043	17alpha-hydroxypregnenolone 3-sulfate		152971
CPD0044	1-arachidonoyl-GPA (20:4)		42607498
CPD0045	1-arachidonoyl-GPC* (20:4)*	c05208	
CPD0046	1-arachidonoyl-GPE (20:4n6)*		42607465
CPD0047	1-arachidonoyl-GPI* (20:4)*		
CPD0048	1-arachidonylglycerol (20:4)	c13857	5282281
CPD0049	1-cerotoyl-GPC (26:0)*		
CPD0050	1-dihomo-linolenylglycerol (20:3)		
CPD0051	1-docosahexaenoylglycerol (22:6)		53480995
CPD0052	1-eicosapentaenoylglycerol (20:5)*		
CPD0053	1-heptadecenoylglycerol (17:1)*		
CPD0054	1H-indole-7-acetic acid		18356439
CPD0055	1-hydroxy-2-naphthalenecarboxylate	c03203	6844
CPD0056	1-lignoceroyl-GPC (24:0)		24779481
CPD0057	1-linolenoylglycerol (18:3)		53480978
CPD0058	1-linolenoyl-GPC (18:3)*		
CPD0059	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*		
CPD0060	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*		
CPD0061	1-linoleoylglycerol (18:2)		5283469
CPD0062	1-linoleoyl-GPA (18:2)*		52690
CPD0063	1-linoleoyl-GPC (18:2)	c04100	11988421
CPD0064	1-linoleoyl-GPE (18:2)*		52925130
CPD0065	1-linoleoyl-GPG (18:2)*		
CPD0066	1-linoleoyl-GPI* (18:2)*		
CPD0067	1-margaroylglycerol (17:0)		107036
