compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD00185	(14 or 15)-methylpalmitate (a17:0 or i17:0)	NA	17903417
CPD00172	(16 or 17)-methylstearate (a19:0 or i19:0)	NA	3083779
CPD00481	(S)-a-amino-omega-caprolactam	NA	NA
CPD00228	1,2-dilinoleoyl-GPC (18:2/18:2)	NA	5288075
CPD00025	1,2-dipalmitoyl-GPC (16:0/16:0)	NA	452110
CPD00021	1,5-anhydroglucitol (1,5-AG)	C07326	64960
CPD00204	1-(1-enyl-oleoyl)-GPE (P-18:1)*	NA	NA
CPD00254	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	NA	NA
CPD00250	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	NA	NA
CPD00253	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	NA	NA
CPD00260	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	NA	NA
CPD00252	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	NA	NA
CPD00251	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	NA	NA
CPD00264	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	NA	NA
CPD00265	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	NA	11146967
CPD00181	1-(1-enyl-palmitoyl)-GPC (P-16:0)*	NA	10917802
CPD00187	1-(1-enyl-palmitoyl)-GPE (P-16:0)*	NA	NA
CPD00249	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	NA	9547058
CPD00266	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	NA	NA
CPD00233	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	NA	NA
CPD00188	1-(1-enyl-stearoyl)-GPE (P-18:0)*	NA	NA
CPD00200	1-arachidonoyl-GPA (20:4)	NA	NA
CPD00114	1-arachidonoyl-GPC (20:4n6)*	C05208	NA
CPD00119	1-arachidonoyl-GPE (20:4n6)*	NA	42607465
CPD00311	1-carboxyethylphenylalanine	NA	NA
CPD00203	1-linolenoyl-GPC (18:3)*	NA	NA
CPD00262	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	NA	NA
CPD00275	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	NA	NA
CPD00094	1-linoleoyl-GPC (18:2)	C04100	11988421
CPD00118	1-linoleoyl-GPE (18:2)*	NA	52925130
CPD00046	1-linoleoylglycerol (18:2)	NA	5283469
CPD00064	1-methyl-4-imidazoleacetate	C05828	75810
CPD00182	1-methyl-5-imidazoleacetate	NA	6451814
CPD00047	1-methylhistidine	C01152	92105
CPD00432	1-methylnicotinamide	C02918	10129985
CPD00263	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	NA	NA
CPD00027	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	NA	129657
CPD00261	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	NA	NA
CPD00074	1-oleoyl-GPC (18:1)	NA	16081932
CPD00117	1-oleoyl-GPE (18:1)	NA	9547071
CPD00139	1-oleoyl-GPI (18:1)*	NA	NA
CPD00110	1-palmitoleoyl-GPC (16:1)*	NA	24779461
CPD00230	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	NA	10747814
CPD00245	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	NA	9546800
CPD00231	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	NA	6441886
CPD00246	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	NA	9546799
CPD00366	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	NA	5287971
CPD00145	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	NA	9546747
CPD00365	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	NA	NA
CPD00368	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	NA	6436017
CPD00364	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	NA	5283496
CPD00244	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	NA	NA
CPD00069	1-palmitoyl-GPC (16:0)	NA	86554
CPD00116	1-palmitoyl-GPE (16:0)	NA	9547069
CPD00131	1-ribosyl-imidazoleacetate*	C05131	5117448
CPD00144	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	NA	16219824
CPD00242	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	NA	5289133
CPD00022	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	NA	NA
