compound_id	BIOCHEMICAL	PUBCHEM	KEGG
CPD00001	S-1-pyrroline-5-carboxylate	11966181	C04322
CPD00002	spermidine	1102	C00315
CPD00003	1-methylnicotinamide	457	C02918
CPD00004	12,13-DiHOME	10236635	C14829
CPD00005	alpha-ketoglutarate	51	C00026
CPD00006	kynurenate	3845	C01717
CPD00007	3-hydroxyisobutyrate	11966314	C01188,C06001
CPD00008	3-hydroxy-3-methylglutarate	16625459993	C03761
CPD00009	homovanillate (HVA)	1738	C05582
CPD00010	cholate	221493	C00695
CPD00011	4-hydroxyphenylacetate	127	C00642
CPD00012	5,6-dihydrothymine	93556	C00906
CPD00013	hypoxanthine	7.90E+11	C00262
CPD00014	9,10-DiHOME	9966640	C14828
CPD00015	linoleate (18:2n6)	5280450	C01595
CPD00016	laurate (12:0)	3893	C02679
CPD00017	quinolinate	1066	C03722
CPD00018	N('1)-acetylspermidine	496	C00612
CPD00019	N6,N6,N6-trimethyllysine	440120	C03793
CPD00020	N-acetylputrescine	122356	C02714
CPD00021	N-formylmethionine	439750	C03145
CPD00022	adenosine 5'-monophosphate (AMP)	6083	C00020
CPD00023	5-methylthioadenosine (MTA)	439176	C00170
CPD00024	arachidonate (20:4n6)	444899	C00219
CPD00025	arginine	6322	C00062
CPD00026	aspartate	5960	C00049
CPD00027	3-(4-hydroxyphenyl)lactate	9378	C03672
CPD00028	phenylpyruvate	997	C00166
CPD00029	beta-alanine	239	C00099
CPD00030	biliverdin	5280353	C00500
CPD00031	succinate	1110	C00042
CPD00032	3-hydroxybutyrate (BHBA)	9.43E+12	C03197,C01089
CPD00033	cholesterol	6.00E+18	C00187
CPD00034	choline phosphate	1014	C00588
CPD00035	corticosterone	5753	C02140
CPD00036	cortisone	222786	C00762
CPD00037	creatinine	588	C00791
CPD00038	cysteinylglycine	439498	C01419
CPD00039	cystine	67678	C00491
CPD00040	sphingosine	5280335	C00319
CPD00041	cystathionine	439258	C02291
CPD00042	sphinganine	3126	C00836
CPD00043	behenate (22:0)*	8215	C08281
CPD00044	fumarate	444972	C00122
CPD00045	gamma-glutamylglutamate	92865	C05282
CPD00046	gluconate	1.07E+11	C00257
CPD00047	glutarate (C5-DC)	7434418048	C00489
CPD00048	glycine	750	C00037
CPD00049	glycocholate	10140	C01921
CPD00050	guanidinoacetate	763	C00581
CPD00051	histidine	6274	C00135
CPD00052	cortisol	5754	C00735
CPD00053	hypotaurine	107812	C00519
CPD00054	inosine	6021	C00294
CPD00055	myo-inositol	892	C00137
CPD00056	isoleucine	6306	C06418,C00407,C16424
CPD00057	2-aminoadipate	92136	C00956
CPD00058	citrulline	9750	C00327
CPD00059	leucine	6106	C00123
CPD00060	lysine	5962	C00739,C00047
CPD00061	malate	525	C00149,C00711,C00497
CPD00062	methionine	6137	C00073
CPD00063	methylmalonate (MMA)	487	C02170
CPD00064	palmitate (16:0)	985	C00249
CPD00065	nicotinamide	936	C00153
CPD00066	stearate (18:0)	5281	C01530
CPD00067	ornithine	6262	C00077
CPD00068	orotate	967	C00295
CPD00069	palmitoleate (16:1n7)	445638	C08362
CPD00070	phenylalanine	6140	C00079
CPD00071	phosphate	1061	C00009
CPD00072	phytanate	26840	C01607
CPD00073	proline	8.99E+12	C00148,C000763
CPD00074	lactate	612	C00186
CPD00075	pyridoxal	1050	C00250
CPD00076	retinol (vitamin A)	445354	C00473
CPD00077	salicylate	338	C00805
CPD00078	serine	5951	C00065
CPD00079	serotonin	5202	C00780
CPD00080	taurine	1123	C00245
CPD00081	myristate (14:0)	11005	C06424
CPD00082	urea	1176	C00086
CPD00083	uridine	6029	C00299
CPD00084	2'-deoxyuridine	13712	C00526
CPD00085	trans-urocanate	736715	C00785
CPD00086	glutamate	33032	C00025,C00217
CPD00087	glutamine	5961	C00064
CPD00088	threonine	6288	C00188
CPD00089	tryptophan	6305	C00078
CPD00090	valine	6287	C00183
CPD00091	glucose	5793	C00031
CPD00092	alpha-ketobutyrate	58	C00109
CPD00093	betaine	247	C00719
CPD00094	cysteine	5862	C00097
CPD00095	mannose	8.23E+21	C00159,C02209,C00936
CPD00096	dimethylglycine	673	C03626
CPD00097	alanine	5950	C00041
CPD00098	tyrosine	6057	C00082
CPD00099	malonate	867	C00383
CPD00100	pseudouridine	15047	C02067
CPD00101	pyruvate	1060	C00022
CPD00102	uracil	1174	C00106
CPD00103	cotinine	408	
CPD00104	caffeine	2519	C07481
CPD00105	fructose	2723872	C00095
CPD00106	adenine	190	C00147
CPD00107	cytosine	597	C00380
CPD00108	caprate (10:0)	2969	C01571
CPD00109	margarate (17:0)	10465	
CPD00110	nonadecanoate (19:0)	12591	C16535
CPD00111	arachidate (20:0)	10467	C06425
CPD00112	asparagine	6267	C00152
CPD00113	N-stearoyl-sphinganine (d18:0/18:0)*	5283573	
CPD00114	dihydroorotate	648	C00337
CPD00115	heptanoate (7:0)	8094	C17714
CPD00116	caproate (6:0)	8892	C01585
CPD00117	caprylate (8:0)	379	C06423
CPD00118	sucrose	5988	C00089
CPD00119	pentadecanoate (15:0)	13849	C16537
CPD00120	trans-4-hydroxyproline	5810	C01157
CPD00121	allantoin	4.40E+14	C02348,C01551,C02350
CPD00122	xanthine	1188	C00385
CPD00123	5-oxoproline	4396857405	C02237,C01879
CPD00124	picolinate	1018	C10164
CPD00125	sarcosine	1088	C00213
CPD00126	pantothenate	6613	C00864
CPD00127	pipecolate		
CPD00128	phosphoethanolamine	1015	C00346
CPD00129	glycerate	439194752	C00258
CPD00130	3-ureidopropionate	111	C02642
CPD00131	N-acetylleucine	70912	C02710
CPD00132	N-acetylmethionine	448580	C02712
CPD00133	N-acetylvaline	66789	
CPD00134	erucate (22:1n9)	82165281116	C08316
CPD00135	bilirubin (Z,Z)	5280352	C00486
CPD00136	thyroxine	5819	C01829
CPD00137	guanosine	6802	C00387
CPD00138	gamma-glutamyltyrosine	94340	
CPD00139	methyl indole-3-acetate	74706	
CPD00140	alpha-tocopherol	86472	C02477
CPD00141	N-acetylalanine	88064	C02847
CPD00142	vanillylmandelate (VMA)	1245	C05584
CPD00143	3-aminoisobutyrate	64956	C05145
CPD00144	citrate	311	C00158
CPD00145	5,6-dihydrouracil	649	C00429
CPD00146	2-aminobutyrate	80283	C02356
CPD00147	urate	1175	C00366
CPD00148	ursodeoxycholate	31401	C07880
CPD00149	oleoyl ethanolamide	5283454	
CPD00150	gamma-glutamylglutamine	150914	C05283
CPD00151	4-hydroxyphenylpyruvate	979	C01179
CPD00152	butyrate/isobutyrate (4:0)	264	C00246
CPD00153	tigloylglycine	6441567	
CPD00154	N-acetylneuraminate	439197	C00270
CPD00155	isocitrate	5318532	C00451
CPD00156	N-acetylglucosaminylasparagine	123826	C04540
CPD00157	acetoacetate	96	C00164
CPD00158	creatine	586	C00300
CPD00159	cys-gly, oxidized	333293	
CPD00160	dihomo-linoleate (20:2n6)	6439848	C16525
CPD00161	gamma-glutamylhistidine	7017195	
CPD00162	2-hydroxystearate	4.40E+16	C03042,C03045
CPD00163	N1-methyladenosine	27476	C02494
CPD00164	glycerol	753	C00116
CPD00165	choline	305	C00114
CPD00166	anthranilate	227	C00108
CPD00167	12-HHTrE	5283141	C20388
CPD00168	gamma-glutamylleucine	151023	
CPD00169	3-methoxytyrosine	9307	
CPD00170	4-acetamidophenol	1983	C06804
CPD00171	beta-hydroxyisovalerate	69362	
CPD00172	palmitoyl ethanolamide	4671	C16512
CPD00173	N-palmitoyl-sphingosine (d18:1/16:0)	5283564	
CPD00174	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	5283496	
CPD00175	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	46891795	
CPD00176	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	5287971	
CPD00177	stearoyl sphingomyelin (d18:1/18:0)	6453725	C00550
CPD00178	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	6436017	C13875
CPD00179	N-stearoyl-sphingosine (d18:1/18:0)*	5283565	
CPD00180	glycochenodeoxycholate	12544	C05466
CPD00181	taurochenodeoxycholate	387316	C05465
CPD00182	taurocholate	6.68E+11	C05122
CPD00183	2-hydroxyhippurate (salicylurate)	10253	C07588
CPD00184	azelate (C9-DC)	2266	C08261
CPD00185	3-(N-acetyl-cystein-S-yl) acetaminophen	83967	
CPD00186	4-acetaminophen sulfate	83939	C06804
CPD00187	eicosapentaenoate (EPA; 20:5n3)	446284	C06428
CPD00188	methylsuccinate	10349	
CPD00189	ethylmalonate	11756	
CPD00190	carnitine	288	C00487,C00308
CPD00191	benzoate	243	C00180
CPD00192	3-phenylpropionate (hydrocinnamate)	107	C05629
CPD00193	hippurate	464	C01586
CPD00194	xanthurenate	5699	C02470
CPD00195	suberate (C8-DC)	10457	C08278
CPD00196	3-methyl-2-oxovalerate	4.39E+11	C03465,C06008,C00671
CPD00197	methionine sulfoxide	158980	C02989
CPD00198	3-methylhistidine	64969	C01152
CPD00199	4-acetamidophenylglucuronide	4.02E+11	
CPD00200	5-hydroxylysine	3032849	C16741
CPD00201	4-guanidinobutanoate	500	C01035
CPD00202	glucuronate	4.41E+29	C16245
CPD00203	glycerol 3-phosphate	754	C0093
CPD00204	imidazole lactate	793	C05568
CPD00205	kynurenine	161166	C00328
CPD00206	glycerophosphorylcholine (GPC)	71920	C00670
CPD00207	N-acetylglutamate	70914	C00624
CPD00208	tartarate	444305875	C00552,C02107,C00898
CPD00209	xanthosine	64959	C01762
CPD00210	ribitol	6912	C00379,C01904,C00474,C00532
CPD00211	2-isopropylmalate	77	C02504
CPD00212	glycodeoxycholate	3035026	C05464
CPD00213	theophylline	2153	C07130
CPD00214	quinate	6508	C00296
CPD00215	theobromine	5429	C07480
CPD00216	paraxanthine	4687	C13747
CPD00217	indolelactate	92904	C02043
CPD00218	3-indoxyl sulfate	10258	
CPD00219	glycylvaline	2724807	
CPD00220	gamma-glutamylphenylalanine	111299	
CPD00221	4-methyl-2-oxopentanoate	70	C00233
CPD00222	1,5-anhydroglucitol (1,5-AG)	64960	C07326
CPD00223	2-arachidonoylglycerol (20:4)	5282280	C13856
CPD00224	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)		
CPD00225	sphingosine 1-phosphate	5283560	C06124
CPD00226	1-stearoyl-GPI (18:0)	7.16E+15	
CPD00227	1,2-dipalmitoyl-GPC (16:0/16:0)	452110	D03585
CPD00228	1,2-distearoyl-GPC (18:0/18:0)	94190	
CPD00229	docosahexaenoate (DHA; 22:6n3)	445580	C06429
CPD00230	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	129657	
CPD00231	ofloxacin	4583	D00453,C07321,DG00616
CPD00232	alpha-hydroxyisocaproate	8.37E+15	C03264
CPD00233	maleate	444266	C01384
CPD00234	isovalerate (i5:0)	10430	C08262
CPD00235	2-hydroxyoctanoate	9.42E+18	
CPD00236	3-hydroxyoctanoate	26613	C20793
CPD00237	phenyllactate (PLA)	3848	C05607
CPD00238	palmitoylcarnitine (C16)	461	C02990
CPD00239	hexanoylcarnitine (C6)	6426853	
CPD00240	N-acetylaspartate (NAA)	65065	C01042
CPD00241	dehydroepiandrosterone sulfate (DHEA-S)	12594	C04555
CPD00242	acetylcarnitine (C2)	7045767	C02571
CPD00243	cysteine s-sulfate	115015	C05824
CPD00244	1-palmitoylglycerol (16:0)	14900	
CPD00245	tartronate (hydroxymalonate)	45	C02287
CPD00246	oxalate (ethanedioate)	971	C00209
CPD00247	erythritol	222285	C00503
CPD00248	trizma acetate	16218782	C07182
CPD00249	saccharin	5143	C12283
CPD00250	3-hydroxymyristate	16064	
CPD00251	1-oleoylglycerol (18:1)	5283468	
CPD00252	3-methyl-2-oxobutyrate	49	C00141
CPD00253	2-oleoylglycerol (18:1)	5319879	
CPD00254	homoarginine	9085	C01924
CPD00255	homocitrulline	65072	C02427
CPD00256	2-linoleoylglycerol (18:2)	5365676	
CPD00257	triethanolamine	7618	C06771
CPD00258	3-hydroxydecanoate	26612	
CPD00259	N-acetylglycine	10972	
CPD00260	threonate	1.51E+12	C01620
CPD00261	beta-sitosterol	222284	C01753
CPD00262	indoleacetate	802	C00954
CPD00263	1-linoleoylglycerol (18:2)	5283469	
CPD00264	2-palmitoylglycerol (16:0)	123409	
CPD00265	1-methylhistidine	92105	C01152
CPD00266	butyrylcarnitine (C4)	439829	C02862
CPD00267	isobutyrylcarnitine (C4)	168379	
CPD00268	7-ketodeoxycholate	188292	
CPD00269	androsterone sulfate	159663	
CPD00270	2-pyrrolidinone	12025	
CPD00271	indolepropionate	3744	
CPD00272	N-(2-furoyl)glycine	21863	
CPD00273	trigonelline (N'-methylnicotinate)	5570	C01004
CPD00274	dodecanedioate (C12-DC)	12736	C02678
CPD00275	N-acetyltyrosine	68310	
CPD00276	1,3-dimethylurate	70346	
CPD00277	3-methylxanthine	70639	C16357
CPD00278	3-hydroxylaurate	94216	
CPD00279	pyridoxate	6723	C00847
CPD00280	threonylphenylalanine	7010580	
CPD00281	gamma-glutamylvaline	7015683	
CPD00282	O-acetylhomoserine	439389	C01077
CPD00283	5-hydroxyhexanoate	170748	
CPD00284	propionylglycine	98681	
CPD00285	2-methylbutyrylglycine	193872	
CPD00286	propionylcarnitine (C3)	107738	C03017
CPD00287	pro-hydroxy-pro	11902893	
CPD00288	3-hydroxy-2-ethylpropionate	188979	
CPD00289	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	123979	
CPD00290	docosapentaenoate (n3 DPA; 22:5n3)	6441454	C16513
CPD00291	docosadienoate (22:2n6)	5282807	C16533
CPD00292	adrenate (22:4n6)	5.28E+13	C16527
CPD00293	10-undecenoate (11:1n1)	14891	C13910
CPD00294	myristoleate (14:1n5)	5281119	C08322
CPD00295	1-methyl-4-imidazoleacetate	75810	C05828
CPD00296	sebacate (C10-DC)	5192	C08277
CPD00297	guanidinosuccinate	439918	C03139
CPD00298	stearidonate (18:4n3)	5312508	C16300
CPD00299	5-dodecenoate (12:1n7)	5312378	
CPD00300	octanoylcarnitine (C8)	1.24E+13	C02838
CPD00301	decanoylcarnitine (C10)	10245190	
CPD00302	N-acetyltryptophan	4.40E+11	C03137
CPD00303	N-acetylphenylalanine	74839	C03519
CPD00304	N-acetylasparagine	99715	
CPD00305	gamma-glutamyl-epsilon-lysine	7015685	
CPD00306	1-palmitoyl-GPC (16:0)	86554	C04102
CPD00307	N-acetylarginine	67427	C02562
CPD00308	piperine	638024	C03882
CPD00309	campesterol	173183	C01789
CPD00310	myristoylcarnitine (C14)	6426854	
CPD00311	1-stearoyl-GPC (18:0)	497300	
CPD00312	1-oleoyl-GPC (18:1)	16081932	C03916
CPD00313	N-acetylthreonine	152204	
CPD00314	N-acetylisoleucine	306109	
CPD00315	10-nonadecenoate (19:1n9)	5312513	
CPD00316	10-heptadecenoate (17:1n7)	5312435	
CPD00317	hyocholate	92805	C17649
CPD00318	epiandrosterone sulfate	9929317	C04555
CPD00319	N-acetylhistidine	75619	C02997
