compound_id	BIOCHEMICAL	PUBCHEM	KEGG
CPD00001	(15:2)-anacardic acid	11824131	
CPD00002	(15:3)-anacardic acid	9875131	
CPD00003	(16 or 17)-methylstearate (a19:0 or i19:0)	3083779	
CPD00004	(2 or 3)-decenoate (10:1n7 or n8)		
CPD00005	(2,4 or 2,5)-dimethylphenol sulfate		
CPD00006	(2-butoxyethoxy)acetic acid	106312	
CPD00007	(R)-3-hydroxybutyrylcarnitine	53481617	
CPD00008	(S)-3-hydroxybutyrylcarnitine	71464477	
CPD00009	1,2,3-benzenetriol sulfate (2)		
CPD00010	1,3,7-trimethylurate	79437	c16361
CPD00011	1,3-dimethylurate	70346	
CPD00012	1,5-anhydroglucitol (1,5-AG)	64960	c07326
CPD00013	1,6-anhydroglucose	2724705	
CPD00014	1,7-dimethylurate	91611	c16356
CPD00015	10-heptadecenoate (17:1n7)	5312435	
CPD00016	10-hydroxywarfarin	54692492	
CPD00017	10-nonadecenoate (19:1n9)	5312513	
CPD00018	10-undecenoate (11:1n1)	14891	c13910
CPD00019	11beta-hydroxyandrosterone glucuronide		
CPD00020	11beta-hydroxyetiocholanolone glucuronide*		
CPD00021	11-ketoetiocholanolone glucuronide		
CPD00022	12,13-DiHOME	10236635	c14829
CPD00023	13-HODE + 9-HODE	43013	c14767,c14762
CPD00024	16a-hydroxy DHEA 3-sulfate	20848950	c38168
CPD00025	16-hydroxypalmitate	10466	c18218
CPD00026	17alpha-hydroxypregnanolone glucuronide		
CPD00027	17alpha-hydroxypregnenolone 3-sulfate	152971	
CPD00028	1-carboxyethylisoleucine		
CPD00029	1-carboxyethylleucine		
CPD00030	1-carboxyethylphenylalanine	59100900	
CPD00031	1-carboxyethyltyrosine		
CPD00032	1-carboxyethylvaline		
CPD00033	1-hydroxy-2-naphthalenecarboxylate	6844	c03203
CPD00034	1'-hydroxymidazolam	107917	
CPD00035	1-linoleoyl-GPA (18:2)*	52690	
CPD00036	1-linoleoyl-GPG (18:2)*		
CPD00037	1-methyl-4-imidazoleacetate	75810	c05828
CPD00038	1-methyl-5-imidazoleacetate	6451814	
CPD00039	1-methyladenosine	27476	c02494
CPD00040	1-methylguanidine	10111	c02294
CPD00041	1-methylhistidine	92105	c01152
CPD00042	1-methylnicotinamide	10129985	c02918
CPD00043	1-methylurate	69726	c16359
CPD00044	1-methylxanthine	80220	c16358
CPD00045	1-oleoyl-GPG (18:1)*		
CPD00046	1-palmitoyl-GPG (16:0)*	3300276	
CPD00047	1-ribosyl-imidazoleacetate*	5117448	c05131
CPD00048	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	9547087	
CPD00049	1-stearoyl-GPG (18:0)		
CPD00050	2,3-dihydroxy-2-methylbutyrate	301941	
CPD00051	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*		
CPD00052	2,3-dihydroxyisovalerate	677	c04039
CPD00053	2,3-diphosphoglycerate	186004	c01159
CPD00054	2,6-dihydroxybenzoic acid	9338	
CPD00055	21-hydroxypregnanolone disulfate		
CPD00056	21-hydroxypregnenolone disulfate	134595	c05485
CPD00057	2-aminoadipate	469	c00956
CPD00058	2-aminobutyrate	439691	c02261
CPD00059	2-aminoheptanoate	227939	
CPD00060	2-aminooctanoate	69522	
CPD00061	2-aminophenol sulfate	181670	
CPD00062	2-butenoylglycine	6303498	
CPD00063	2'-deoxyuridine	13712	c00526
CPD00064	2-ethylphenylsulfate		
CPD00065	2-hydroxy-3-methylvalerate	164623	
CPD00066	2-hydroxy-4-(methylthio)butanoic acid	11427	
CPD00067	2-hydroxyacetaminophen sulfate*	86290013	
CPD00068	2-hydroxyarachidate*	5225199	
CPD00069	2-hydroxybehenate	193484	
CPD00070	2-hydroxybutyrate/2-hydroxyisobutyrate	52281	c21297,c05984
CPD00071	2-hydroxydecanoate	21488	
CPD00072	2-hydroxyglutarate	43	c02630
CPD00073	2-hydroxyhippurate (salicylurate)	10253	c07588
CPD00074	2-hydroxyibuprofen	10443535	
CPD00075	2-hydroxynervonate*	5312783	
CPD00076	2-hydroxyoctanoate	94180	
CPD00077	2-hydroxypalmitate	92836	
CPD00078	2-hydroxyphenylacetate	11970	c05852
CPD00079	2-hydroxyphytanate*	189026	
CPD00080	2-hydroxysebacate	128458	
CPD00081	2-hydroxystearate	69417	c03045
CPD00082	2-isopropylmalate	77	c02504
CPD00083	2-keto-3-deoxy-gluconate	161227	c00204
CPD00084	2-ketocaprylate	67600	
CPD00085	2-methoxyacetaminophen glucuronide*	14367271	
CPD00086	2-methoxyacetaminophen sulfate*	86290014	
CPD00087	2-methoxyhydroquinone sulfate (1)		
CPD00088	2-methoxyresorcinol sulfate		
CPD00089	2-methylbutyrylcarnitine (C5)	6426901	
CPD00090	2-methylcitrate/homocitrate		c01251
CPD00091	2-methylserine	94309	c02115
