compound_id	BIOCHEMICAL	KEGG	PUBCHEM
C00353	(14 or 15)-methylpalmitate (a17:0 or i17:0)	NA	17903417
C00354	(16 or 17)-methylstearate (a19:0 or i19:0)	NA	3083779
C00355	(2 or 3)-decenoate (10:1n7 or n8)	NA	NA
C00110	(N(1) + N(8))-acetylspermidine	NA	NA
C00111	(R)-3-hydroxybutyrylcarnitine	NA	53481617
C00112	(S)-3-hydroxybutyrylcarnitine	NA	NA
C00356	1,2,3-benzenetriol sulfate (2)	NA	NA
C00357	1,5-anhydroglucitol (1,5-AG)	C07326	64960
C00366	1-carboxyethylphenylalanine	NA	NA
C00367	1-carboxyethylvaline	NA	NA
C00369	1-linoleoyl-GPA (18:2)*	NA	NA
C00370	1-linoleoyl-GPG (18:2)*	NA	NA
C00113	1-methyl-4-imidazoleacetate	C05828	75810
C00114	1-methyl-5-imidazoleacetate	NA	6451814
C00228	1-methyladenosine	C02494	27476
C00115	1-methylhistidine	C01152	92105
C00116	1-methylnicotinamide	C02918	10129985
C00001	1-methylurate	C16359	69726
C00287	1-oleoyl-GPS (18:1)	NA	9547099
C00371	1-palmitoyl-GPG (16:0)*	NA	3300276
C00117	1-ribosyl-imidazoleacetate*	C05131	5117448
C00002	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	NA	NA
C00003	1-stearoyl-2-oleoyl-GPG (18:0/18:1)	NA	NA
C00288	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	NA	9547087
C00372	1-stearoyl-GPS (18:0)*	NA	9547101
C00358	10-heptadecenoate (17:1n7)	NA	5312435
C00359	10-nonadecenoate (19:1n9)	NA	5312513
C00360	10-undecenoate (11:1n1)	C13910	14891
C00361	11beta-hydroxyandrosterone glucuronide	NA	NA
C00362	12,13-DiHOME	C14829	10236635
C00363	13-HODE + 9-HODE	NA	43013
C00365	16-hydroxypalmitate	C18218	10466
C00364	16a-hydroxy DHEA 3-sulfate	NA	NA
C00368	1H-indole-7-acetic acid	NA	NA
C00123	2'-O-methylcytidine	NA	150971
C00008	2'-deoxyuridine	C00526	13712
C00004	2,2'-Methylenebis(6-tert-butyl-p-cresol)	NA	8398
C00373	2,3-dihydroxy-2-methylbutyrate	NA	301941
C00374	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	NA	NA
C00005	2,3-dihydroxyisovalerate	C04039	677
C00375	2,3-diphosphoglycerate	C01159	186004
C00006	2,4-dihydroxybutyrate	NA	192742
C00376	2,6-dihydroxybenzoic acid	NA	9338
C00378	2-acetamidophenol sulfate	NA	181671
C00007	2-aminoadipate	C00956	469
C00118	2-aminobutyrate	C02261	439691
C00119	2-aminoheptanoate	NA	227939
C00379	2-aminophenol sulfate	NA	181670
C00380	2-hydroxy-3-methylvalerate	NA	164623
C00381	2-hydroxyacetaminophen sulfate*	NA	86290013
C00382	2-hydroxyarachidate*	NA	5225199
C00383	2-hydroxybehenate	NA	193484
C00009	2-hydroxybutyrate/2-hydroxyisobutyrate	NA	NA
C00384	2-hydroxydecanoate	NA	21488
C00010	2-hydroxyglutarate	C02630	43
C00011	2-hydroxyheptanoate*	NA	2750949
C00012	2-hydroxyhippurate (salicylurate)	C07588	10253
C00385	2-hydroxynervonate*	NA	5312783
C00386	2-hydroxyoctanoate	NA	94180
C00387	2-hydroxypalmitate	NA	92836
C00388	2-hydroxyphenylacetate	C05852	11970
C00389	2-hydroxyphytanate*	NA	189026
C00390	2-hydroxystearate	C03045	69417
C00013	2-keto-3-deoxy-gluconate	C00204	161227
C00014	2-ketocaprylate	NA	67600
C00391	2-methoxyacetaminophen glucuronide*	NA	14367271
C00392	2-methoxyacetaminophen sulfate*	NA	86290014
C00120	2-methylbutyrylcarnitine (C5)	NA	6426901
C00121	2-methylbutyrylglycine (C5)	NA	193872
C00122	2-methylserine	C02115	94309
C00393	2-naphthol sulfate	NA	74428
C00124	2-oxoarginine*	C03771	558
C00125	2-piperidinone	NA	12665
C00126	2-pyrrolidinone	NA	12025
C00377	21-hydroxypregnenolone disulfate	NA	134595
C00015	2R,3R-dihydroxybutyrate	NA	NA
C00016	2S,3R-dihydroxybutyrate	NA	10964471
C00017	3,4-dihydroxybutyrate	NA	NA
