compound_id	BIOCHEMICAL	KEGG	PUBCHEM
C00001	(12 or 13)-methylmyristate (a15:0 or i15:0)	NA	151014
C00002	(14 or 15)-methylpalmitate (a17:0 or i17:0)	NA	17903417
C00003	(16 or 17)-methylstearate (a19:0 or i19:0)	NA	3083779
C00004	(2 or 3)-decenoate (10:1n7 or n8)	NA	NA
C00005	(2,4 or 2,5)-dimethylphenol sulfate	NA	NA
C00006	(N(1) + N(8))-acetylspermidine	NA	NA
C00007	(R)-3-hydroxybutyrylcarnitine	NA	53481617
C00008	(S)-3-hydroxybutyrylcarnitine	NA	NA
C00009	(S)-a-amino-omega-caprolactam	C05328	439823
C00010	1,2,3-benzenetriol sulfate (1)	NA	NA
C00011	1,2,3-benzenetriol sulfate (2)	NA	NA
C00012	1,3,7-trimethylurate	C16361	79437
C00013	1,3-dimethylurate	NA	70346
C00014	1,5-anhydroglucitol (1,5-AG)	C07326	64960
C00015	1,6-anhydroglucose	NA	2724705
C00016	1,7-dimethylurate	C16356	91611
C00017	1-carboxyethylleucine	NA	NA
C00018	1-carboxyethylphenylalanine	NA	NA
C00019	1-carboxyethylvaline	NA	NA
C00020	1-hydroxy-2-naphthalenecarboxylate	C03203	6844
C00021	1-linoleoyl-GPA (18:2)*	NA	NA
C00022	1-linoleoyl-GPG (18:2)*	NA	NA
C00023	1-methyl-4-imidazoleacetate	C05828	75810
C00024	1-methyl-5-imidazoleacetate	NA	6451814
C00025	1-methylhistidine	C01152	92105
C00026	1-methylnicotinamide	C02918	457
C00027	1-methylurate	C16359	69726
C00028	1-methylxanthine	C16358	80220
C00029	1-oleoyl-GPS (18:1)	NA	9547099
C00030	1-palmitoyl-GPG (16:0)*	NA	3300276
C00031	1-ribosyl-imidazoleacetate*	C05131	5117448
C00032	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	NA	NA
C00033	1-stearoyl-2-oleoyl-GPG (18:0/18:1)	NA	NA
C00034	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	NA	9547087
C00035	1-stearoyl-GPG (18:0)	NA	NA
C00036	1-stearoyl-GPS (18:0)*	NA	9547101
C00037	10-heptadecenoate (17:1n7)	NA	5312435
C00038	10-hydroxywarfarin	NA	NA
C00039	10-nonadecenoate (19:1n9)	NA	5312513
C00040	10-undecenoate (11:1n1)	C13910	14891
C00041	11beta-hydroxyandrosterone glucuronide	NA	NA
C00042	12,13-DiHOME	C14829	10236635
C00043	13-HODE + 9-HODE	NA	43013
C00044	14-HDoHE/17-HDoHE	NA	NA
C00045	16-hydroxypalmitate	C18218	10466
C00046	16a-hydroxy DHEA 3-sulfate	NA	NA
C00047	17alpha-hydroxypregnenolone 3-sulfate	NA	152971
C00049	2'-O-methylcytidine	NA	150971
C00048	2'-deoxyuridine	C00526	13712
C00050	2,2'-Methylenebis(6-tert-butyl-p-cresol)	NA	8398
C00051	2,3-dihydroxy-2-methylbutyrate	NA	301941
C00052	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	NA	NA
C00053	2,3-dihydroxyisovalerate	C04039	677
C00054	2,3-diphosphoglycerate	C01159	186004
C00055	2,6-dihydroxybenzoic acid	NA	9338
C00056	2-acetamidophenol sulfate	NA	181671
C00057	2-aminoadipate	C00956	469
C00058	2-aminobutyrate	C02261	439691
C00059	2-aminoheptanoate	NA	227939
C00060	2-aminooctanoate	NA	69522
C00061	2-aminophenol sulfate	NA	181670
C00062	2-hydroxy-3-methylvalerate	NA	164623
C00063	2-hydroxy-4-(methylthio)butanoic acid	NA	NA
C00064	2-hydroxyacetaminophen sulfate*	NA	86290013
C00065	2-hydroxyarachidate*	NA	5225199
C00066	2-hydroxybutyrate/2-hydroxyisobutyrate	NA	NA
C00067	2-hydroxydecanoate	NA	21488
C00068	2-hydroxyglutarate	C02630	43
C00069	2-hydroxyhippurate (salicylurate)	C07588	10253
C00070	2-hydroxyibuprofen	NA	10443535
C00071	2-hydroxylaurate	NA	97783
C00072	2-hydroxymyristate	C13790	1563
C00073	2-hydroxynervonate*	NA	5312783
C00074	2-hydroxyoctanoate	NA	94180
C00075	2-hydroxypalmitate	NA	92836
C00076	2-hydroxyphenylacetate	C05852	11970
C00077	2-hydroxyphytanate*	NA	189026
C00078	2-hydroxysebacate	NA	128458
C00079	2-hydroxystearate	C03045	69417
C00080	2-isopropylmalate	C02504	77
C00081	2-keto-3-deoxy-gluconate	C00204	161227
C00082	2-ketocaprylate	NA	67600
C00083	2-methoxyacetaminophen glucuronide*	NA	14367271
C00084	2-methoxyacetaminophen sulfate*	NA	86290014
C00085	2-methoxyresorcinol sulfate	NA	NA
C00086	2-methylbutyrylcarnitine (C5)	NA	6426901
C00087	2-methylbutyrylglycine	NA	193872
C00088	2-methylserine	C02115	94309
C00089	2-naphthol sulfate	NA	74428
C00090	2-oxoarginine*	C03771	558
C00091	2-piperidinone	NA	12665
C00092	2-pyrrolidinone	NA	12025
C00093	21-hydroxypregnenolone disulfate	NA	134595
C00094	2R,3R-dihydroxybutyrate	NA	13120901
C00095	2S,3R-dihydroxybutyrate	NA	10964471
C00096	3,4-dihydroxybutyrate	NA	NA
C00097	3,4-methyleneheptanoate	NA	NA
C00098	3,5-dichloro-2,6-dihydroxybenzoic acid	NA	NA
C00099	3,7-dimethylurate	C16360	83126
C00100	3-(3-amino-3-carboxypropyl)uridine*	NA	171198
C00101	3-(3-hydroxyphenyl)propionate	C11457	91
C00102	3-(4-hydroxyphenyl)lactate	C03672	9378
C00104	3-(N-acetyl-L-cystein-S-yl) acetaminophen	NA	83967
C00103	3-(methylthio)acetaminophen sulfate*	NA	NA
C00105	3-amino-2-piperidone	NA	5200225
C00106	3-aminoisobutyrate	C05145	64956
C00107	3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	NA	NA
C00108	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	NA	194501
C00109	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	NA	123979
C00110	3-ethylcatechol sulfate (1)	NA	NA
C00111	3-formylindole	C08493	10256
C00112	3-hydroxy-2-ethylpropionate	NA	188979
C00113	3-hydroxy-2-methylpyridine sulfate	NA	NA
C00114	3-hydroxy-3-methylglutarate	C03761	1662
C00115	3-hydroxyadipate*	NA	151913
C00116	3-hydroxybutyrate (BHBA)	C01089	441
C00117	3-hydroxybutyroylglycine**	NA	NA
C00118	3-hydroxydecanoate	NA	26612
C00119	3-hydroxydecanoylcarnitine	NA	NA
C00120	3-hydroxydodecanedioate*	NA	16663321
C00121	3-hydroxyhexanoate	NA	151492
C00122	3-hydroxyhexanoylcarnitine (1)	NA	NA
C00123	3-hydroxyhippurate	NA	450268
C00124	3-hydroxyisobutyrate	C06001	87
C00125	3-hydroxylaurate	NA	94216
C00126	3-hydroxymyristate	NA	16064
C00127	3-hydroxyoctanoate	NA	26613
C00128	3-hydroxyoleate*	NA	NA
C00129	3-hydroxyoleoylcarnitine	NA	NA
C00130	3-hydroxypyridine sulfate	NA	NA
C00131	3-hydroxysebacate	NA	3017884
C00132	3-hydroxystachydrine*	NA	442640
C00133	3-hydroxystearate	NA	5282907
C00134	3-indoxyl sulfate	NA	10258
C00135	3-methoxycatechol sulfate (1)	NA	NA
C00136	3-methoxycatechol sulfate (2)	NA	NA
C00137	3-methoxytyramine sulfate	NA	NA
C00138	3-methoxytyrosine	NA	1670
C00139	3-methyl catechol sulfate (1)	NA	NA
C00140	3-methyl-2-oxobutyrate	C00141	49
C00141	3-methyl-2-oxovalerate	C00671	47
C00142	3-methyladipate	NA	12292
C00143	3-methylcytidine	NA	159649
C00144	3-methylglutaconate	NA	1551553
C00145	3-methylglutarate/2-methylglutarate	NA	NA
C00146	3-methylglutarylcarnitine (2)	NA	128145
C00147	3-methylhistidine	C01152	64969
C00148	3-methylxanthine	C16357	70639
C00149	3-phenylpropionate (hydrocinnamate)	C05629	107
C00150	3-phosphoglycerate	C00597	724
C00151	3-sulfo-L-alanine	C00506	72886
C00152	3-ureidopropionate	C02642	111
C00153	3b-hydroxy-5-cholenoic acid	NA	92997
C00154	3beta,7alpha-dihydroxy-5-cholestenoate	C17335	3081084
C00155	3beta-hydroxy-5-cholestenoate	C17333	165511
C00156	4-acetamidobenzoate	D03836	19266
C00157	4-acetamidobutanoate	C02946	18189
C00158	4-acetamidophenol	C06804	1983
C00159	4-acetamidophenylglucuronide	NA	83944
C00160	4-acetaminophen sulfate	C06804	83939
C00161	4-acetylcatechol sulfate (1)	NA	NA
C00162	4-acetylphenol sulfate	NA	4684006
C00163	4-allylcatechol sulfate	NA	NA
C00164	4-allylphenol sulfate	NA	NA
C00165	4-cholesten-3-one	C00599	91477
C00166	4-ethylcatechol sulfate	NA	NA
C00167	4-ethylphenylsulfate	C13637	20822574
C00168	4-guanidinobutanoate	C01035	500
C00169	4-hydroxy duloxetine glucuronide*	NA	NA
C00170	4-hydroxy-2-oxoglutaric acid	C01127	599
C00171	4-hydroxychlorothalonil	NA	34217
C00172	4-hydroxycoumarin	C20414	54682930
C00173	4-hydroxyglutamate	C03079	439902
C00174	4-hydroxyhippurate	NA	151012
C00175	4-hydroxyphenylacetate	C00642	127
C00176	4-hydroxyphenylacetylglutamine	NA	NA
C00177	4-hydroxyphenylpyruvate	C01179	979
C00178	4-methoxyphenol sulfate	NA	NA
C00179	4-methyl-2-oxopentanoate	C00233	70
C00180	4-methylcatechol sulfate	NA	NA
C00181	4-methylguaiacol sulfate	NA	NA
C00182	4-methylnonanoylcarnitine	NA	NA
C00183	4-vinylphenol sulfate	C05627	6426766
C00184	5,6-dihydrothymine	C00906	93556
C00185	5,6-dihydrouridine	NA	94312
C00186	5-(galactosylhydroxy)-L-lysine	NA	123986
C00187	5-acetylamino-6-amino-3-methyluracil	C16366	88299
