compound_id	BIOCHEMICAL	KEGG	PUBCHEM
C00001	(12 or 13)-methylmyristate (a15:0 or i15:0)	NA	0
C00002	(14 or 15)-methylpalmitate (a17:0 or i17:0)	NA	0
C00003	(16 or 17)-methylstearate (a19:0 or i19:0)	NA	0
C00004	(2,4 or 2,5)-dimethylphenol sulfate	NA	0
C00005	(S)-3-hydroxybutyrylcarnitine	NA	0
C00021	1,2-dilinoleoyl-GPC (18:2/18:2)	NA	0
C00022	1,2-dilinoleoyl-GPE (18:2/18:2)*	NA	0
C00023	1,2-dipalmitoyl-GPC (16:0/16:0)	NA	0
C00024	1,2-dipalmitoyl-GPE (16:0/16:0)*	NA	0
C00025	1,2-dipalmitoyl-GPI (16:0/16:0)*	NA	0
C00026	1,3,7-trimethylurate	C16361	0
C00027	1,3-dimethylurate	NA	0
C00028	1,5-anhydroglucitol (1,5-AG)	C07326	0
C00029	1,7-dimethylurate	C16356	0
C00006	1-(1-enyl-oleoyl)-GPE (P-18:1)*	NA	0
C00007	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	NA	0
C00008	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	NA	0
C00009	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	NA	0
C00010	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	NA	0
C00011	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	NA	0
C00012	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	NA	0
C00013	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	NA	0
C00014	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	NA	0
C00015	1-(1-enyl-palmitoyl)-GPC (P-16:0)*	NA	0
C00016	1-(1-enyl-palmitoyl)-GPE (P-16:0)*	NA	0
C00017	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	NA	0
C00018	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	NA	0
C00019	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	NA	0
C00020	1-(1-enyl-stearoyl)-GPE (P-18:0)*	NA	0
C00043	1-arachidonoyl-GPA (20:4)	NA	0
C00044	1-arachidonoyl-GPC* (20:4)*	C05208	0
C00045	1-arachidonoyl-GPE (20:4n6)*	NA	0
C00046	1-arachidonoyl-GPI* (20:4)*	NA	0
C00047	1-arachidonylglycerol (20:4)	C13857	0
C00048	1-carboxyethylisoleucine	NA	0
C00049	1-carboxyethylleucine	NA	0
C00050	1-carboxyethylphenylalanine	NA	0
