compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD0001	(15:2)-anacardic acid	NA	11824131
CPD0005	1,11-undecanedicarboxylate	NA	10458
CPD0006	1,2,3-benzenetriol sulfate (1)	NA	NA
CPD0007	1,2,3-benzenetriol sulfate (2)	NA	NA
CPD0008	1,2-dilinolenoyl-digalactosylglycerol (18:3/18:3)	NA	NA
CPD0009	1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*	C13871	5282287
CPD0012	1,2-dilinoleoyl-GPC (18:2/18:2)	NA	5288075
CPD0010	1,2-dilinoleoyl-digalactosylglycerol (18:2/18:2)*	NA	NA
CPD0011	1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*	NA	6535011
CPD0013	1,3,7-trimethylurate	C16361	79437
CPD0014	1,3-dimethylurate	NA	70346
CPD0015	1,3-propanediol	C02457	10442
CPD0016	1,7-dimethylurate	C16356	91611
CPD0002	1-(1-enyl-oleoyl)-GPE (P-18:1)*	NA	NA
CPD0003	1-(1-enyl-palmitoyl)-GPE (P-16:0)*	NA	NA
CPD0004	1-(1-enyl-stearoyl)-GPE (P-18:0)*	NA	NA
CPD0028	1-arachidonoyl-GPC (20:4n6)*	C05208	NA
CPD0029	1-dihomo-linoleoylglycerol (20:2)	NA	NA
CPD0030	1-linolenoyl-2-hexadecatrienoyl-galactosylglycerol (18:3/16:3)	NA	NA
CPD0031	1-linolenoylglycerol (18:3)	NA	53480978
CPD0032	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	NA	NA
CPD0035	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	NA	NA
CPD0033	1-linoleoyl-2-linolenoyl-digalactosylglycerol (18:2/18:3)*	NA	NA
CPD0034	1-linoleoyl-2-linolenoyl-galactosylglycerol (18:2/18:3)*	NA	NA
CPD0037	1-linoleoyl-GPC (18:2)	C04100	11988421
CPD0038	1-linoleoyl-GPE (18:2)*	NA	52925130
CPD0036	1-linoleoylglycerol (18:2)	NA	5283469
CPD0039	1-margaroylglycerol (17:0)	NA	107036
CPD0041	1-methyl-beta-carboline-3-carboxylic acid	NA	5406157
CPD0040	1-methyladenine	C02216	78821
CPD0042	1-methylguanidine	C02294	10111
CPD0043	1-methylhistamine	C05127	3614
CPD0044	1-methylhistidine	C01152	92105
CPD0045	1-methylimidazoleacetate	C05828	75810
CPD0046	1-methylnicotinamide	C02918	10129985
CPD0047	1-methylurate	C16359	69726
CPD0048	1-methylxanthine	C16358	80220
CPD0050	1-oleoyl-GPC (18:1)	NA	16081932
CPD0051	1-oleoyl-GPE (18:1)	NA	9547071
CPD0052	1-oleoyl-GPG (18:1)*	NA	NA
CPD0049	1-oleoylglycerol (18:1)	NA	5283468
CPD0053	1-palmitoleoylglycerol (16:1)*	NA	NA
CPD0054	1-palmitoyl-2-linolenoyl-digalactosylglycerol (16:0/18:3)	NA	NA
CPD0055	1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*	NA	NA
CPD0056	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	NA	NA
CPD0058	1-palmitoyl-GPC (16:0)	NA	86554
CPD0059	1-palmitoyl-GPE (16:0)	NA	9547069
CPD0060	1-palmitoyl-GPG (16:0)*	NA	3300276
CPD0061	1-palmitoyl-GPI (16:0)	NA	NA
CPD0062	1-palmitoyl-GPS (16:0)*	NA	9547100
CPD0057	1-palmitoylglycerol (16:0)	NA	14900
CPD0063	1-pentadecanoylglycerol (15:0)	NA	190750
CPD0064	1-stearoyl-GPC (18:0)	NA	497299
CPD0065	1-stearoyl-GPE (18:0)	NA	9547068
CPD0066	1-stearoyl-GPG (18:0)	NA	NA
CPD0067	1-stearoyl-GPI (18:0)	NA	NA
CPD0068	1-stearoyl-GPS (18:0)*	NA	9547101
CPD0017	10-heptadecenoate (17:1n7)	NA	5312435
CPD0018	10-hydroxystearate	NA	9561835
CPD0019	10-nonadecenoate (19:1n9)	NA	5312513
CPD0020	11-ketoetiocholanolone sulfate	NA	NA
CPD0021	12,13-DiHOME	C14829	10236635
CPD0022	12-dehydrocholate	NA	94235
CPD0023	13-HODE + 9-HODE	NA	43013
CPD0024	13-methylmyristate	NA	151014
CPD0491	15-methylpalmitate	NA	17903417
CPD0025	16a-hydroxy DHEA 3-sulfate	NA	NA
CPD0027	17-methylstearate	NA	3083779
CPD0026	17alpha-hydroxypregnenolone 3-sulfate	NA	152971
CPD0083	2'-deoxyadenosine	C00559	13730
CPD0084	2'-deoxycytidine	C00881	13711
CPD0085	2'-deoxyguanosine	C00330	187790
CPD0086	2'-deoxyinosine	C05512	65058
CPD0088	2'-deoxyuridine	C00526	13712
CPD0069	2,3-dihydroxy-2-methylbutyrate	NA	301941
CPD0070	2,3-dihydroxyisovalerate	C04039	677
CPD0071	2,3-dimethylsuccinate	NA	11848
CPD0072	2,4,6-trihydroxybenzoate	NA	66520
CPD0073	2,4-dihydroxyhydrocinnamate	NA	96384
CPD0074	2,8-quinolinediol	C06342	97250
CPD0077	2-acetamidobutanoate	NA	306107
CPD0078	2-aminoadipate	C00956	469
CPD0079	2-aminobutyrate	C02261	439691
CPD0080	2-aminoheptanoate	NA	227939
CPD0081	2-aminophenol	C01987	5801
CPD0082	2-aminophenol sulfate	NA	181670
CPD0087	2-deoxyribose	C01801	22833604
CPD0089	2-hydroxy-3-methylvalerate	NA	164623
CPD0090	2-hydroxyadipate	C02360	193530
CPD0091	2-hydroxybutyrate/2-hydroxyisobutyrate	NA	NA
CPD0092	2-hydroxydecanoate	NA	21488
CPD0093	2-hydroxyglutarate	C02630	43
CPD0094	2-hydroxyhippurate (salicylurate)	C07588	10253
CPD0095	2-hydroxylaurate	NA	97783
CPD0096	2-hydroxymyristate	C13790	1563
CPD0097	2-hydroxypalmitate	NA	92836
CPD0098	2-hydroxyphenylacetate	C05852	11970
CPD0099	2-hydroxystearate	C03045	69417
CPD0100	2-isopropylmalate	C02504	77
CPD0101	2-keto-3-deoxy-gluconate	NA	161227
CPD0102	2-linoleoylglycerol (18:2)	NA	5365676
CPD0103	2-methylcitrate/homocitrate	NA	NA
CPD0104	2-methylmalonylcarnitine (C4-DC)	NA	53481628
CPD0105	2-methylserine	NA	94309
CPD0106	2-oleoylglycerol (18:1)	NA	5319879
CPD0107	2-oxindole-3-acetate	NA	3080590
CPD0108	2-oxoarginine*	C03771	558
CPD0109	2-palmitoylglycerol (16:0)	NA	123409
CPD0110	2-piperidinone	NA	12665
CPD0075	20-hydroxyecdysone	C02633	5459840
CPD0076	21-hydroxypregnenolone disulfate	C05485	134595
CPD0116	3,4-dihydroxybenzoate	C00230	72
CPD0117	3,4-dihydroxyphenylacetate	C01161	547
CPD0118	3,7-dimethylurate	C16360	83126
CPD0111	3-(2-hydroxyphenyl)propionate	C01198	873
CPD0112	3-(3-hydroxyphenyl)propionate	C11457	91
CPD0113	3-(3-hydroxyphenyl)propionate sulfate	NA	187488
CPD0114	3-(4-hydroxyphenyl)lactate	C03672	9378
CPD0115	3-(4-hydroxyphenyl)propionate	C01744	10394
CPD0119	3-aminoisobutyrate	C05145	64956
CPD0122	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	NA	123979
CPD0123	3-carboxyadipate	NA	222467
